,user_rating,review_text,sentiment,review_text_cleaned,tokens,freqdist
3278,1,"My genuine advice would be to avoid this place.

Yes, the location is good. And to some extent we could have overlooked the ant infestation, the total lack of natural light, the shower that is totally unsuitable for a family of five due to the length of time the water takes to heat, and the angry neighbour who shouted and cried at us when we tried to use the advertised terrace. She told us that the owner had no right to be advertising this. We have no idea if this is right or wrong, but who wants a big argument on holiday!?

But the worst thing was the owner's reaction when we told her about all this on departure and suggested a small refund (there was no other suitable accommodation nearby to move to).You would have thought we had kicked a puppy!  No empathy, no professionalism and an attitude as if we had made it up!

Avoid.",negative,genuine advice would avoid place yes location good extent could ant infestation total lack natural light shower totally unsuitable family five due length time water heat angry cried u tried use terrace told u owner right advertising idea right wrong big argument holiday worst thing owner reaction told departure small refund suitable accommodation nearby move would thought puppy empathy professionalism attitude made avoid,"['genuine', 'advice', 'would', 'avoid', 'place', 'yes', 'location', 'good', 'extent', 'could', 'ant', 'infestation', 'total', 'lack', 'natural', 'light', 'shower', 'totally', 'unsuitable', 'family', 'five', 'due', 'length', 'time', 'water', 'heat', 'angry', 'cried', 'u', 'tried', 'use', 'terrace', 'told', 'u', 'owner', 'right', 'advertising', 'idea', 'right', 'wrong', 'big', 'argument', 'holiday', 'worst', 'thing', 'owner', 'reaction', 'told', 'departure', 'small', 'refund', 'suitable', 'accommodation', 'nearby', 'move', 'would', 'thought', 'puppy', 'empathy', 'professionalism', 'attitude', 'made', 'avoid']",<FreqDist with 57 samples and 63 outcomes>
3279,4,"Clean, well-kept, convenient (in the heart of Athens,) but without a window and with a guy in the adjacent gallery shouting and cursing every morning",positive,clean convenient heart without window guy adjacent gallery shouting every morning,"['clean', 'convenient', 'heart', 'without', 'window', 'guy', 'adjacent', 'gallery', 'shouting', 'every', 'morning']",<FreqDist with 11 samples and 11 outcomes>
3280,5,Doll what an apartment,positive,doll apartment,"['doll', 'apartment']",<FreqDist with 2 samples and 2 outcomes>
3283,4,"Lovely apartment with extras we didnt expect. Tea and coffee and a few condiments were supplied . Close to cafes ,transport bars and shopping. It is on a busy street and  if you not used to Athens graffitti can be confronting.  Noise wasnt an real issue .. what do you expect in a entertainment area.  Booking and communication was a breeze.",positive,lovely apartment didnt expect tea coffee close transport shopping busy street not used noise wasnt real issue expect entertainment area booking communication breeze,"['lovely', 'apartment', 'didnt', 'expect', 'tea', 'coffee', 'close', 'transport', 'shopping', 'busy', 'street', 'not', 'used', 'noise', 'wasnt', 'real', 'issue', 'expect', 'entertainment', 'area', 'booking', 'communication', 'breeze']",<FreqDist with 22 samples and 23 outcomes>
3286,2,"How does anyone get ahold of their front desk?! I have been emailing, calling, even trying Whatsapp to speak with a rep & had no luck since November! Please respond back with an email that works!!",negative,anyone get front desk calling even trying speak rep luck since please respond back work,"['anyone', 'get', 'front', 'desk', 'calling', 'even', 'trying', 'speak', 'rep', 'luck', 'since', 'please', 'respond', 'back', 'work']",<FreqDist with 15 samples and 15 outcomes>
3288,1,"Good location BUT...
The rooms do not look at all like on Booking.com. they completely lack maintenance. The furniture was old and broken, the TV antena didn't work, the toilet was broken so that the water was running constantly, the upper part of the shower did not work and the AC that should serve as heating was not sufficient so that we were freezing.The place was not clean especially in the bathroom. We have never seen anyone at the reception to help us and they also never responded to our emails.",negative,good location not look like completely lack maintenance furniture old broken work toilet broken water running constantly upper part shower not work serve heating not sufficient place not clean especially bathroom never seen anyone reception help u also never,"['good', 'location', 'not', 'look', 'like', 'completely', 'lack', 'maintenance', 'furniture', 'old', 'broken', 'work', 'toilet', 'broken', 'water', 'running', 'constantly', 'upper', 'part', 'shower', 'not', 'work', 'serve', 'heating', 'not', 'sufficient', 'place', 'not', 'clean', 'especially', 'bathroom', 'never', 'seen', 'anyone', 'reception', 'help', 'u', 'also', 'never']",<FreqDist with 33 samples and 39 outcomes>
3294,5,Great location! Walkable distance to many sightseeing spots. The room and bathrooms were very clean. A large lounge area. Greek coffee was good. AC available at night.,positive,great location walkable distance many room clean large lounge area coffee good available night,"['great', 'location', 'walkable', 'distance', 'many', 'room', 'clean', 'large', 'lounge', 'area', 'coffee', 'good', 'available', 'night']",<FreqDist with 14 samples and 14 outcomes>
3312,1,Initial impression of this Hotel is disappointing. We are in a family room and only have 2 people. The set out of room feels like I'm in a caravan. Not much room to move around. We booked a larger room as I'm in a wheelchair. I can't get my wheelchair past the entrance to the room. Location is good but the pavements around the hotel are very poor for wheelchair users. We picked this hotel as it said it was accessible. It's not. Website said there was a restaurant in this Hotel. However it's only open for Breakfast and for drinks in the evening. Lunch and dinner is not served.,negative,initial impression hotel disappointing family room people set room like caravan not much room move around booked room ca get past entrance room location good around hotel poor picked hotel said accessible not said restaurant hotel however open breakfast evening lunch dinner not,"['initial', 'impression', 'hotel', 'disappointing', 'family', 'room', 'people', 'set', 'room', 'like', 'caravan', 'not', 'much', 'room', 'move', 'around', 'booked', 'room', 'ca', 'get', 'past', 'entrance', 'room', 'location', 'good', 'around', 'hotel', 'poor', 'picked', 'hotel', 'said', 'accessible', 'not', 'said', 'restaurant', 'hotel', 'however', 'open', 'breakfast', 'evening', 'lunch', 'dinner', 'not']",<FreqDist with 32 samples and 43 outcomes>
3333,2,There’s a reason they give out complimentary earplugs … located above a nightclub. Loud music into the early hours of the morning. Washroom also wasn’t the cleanest. Bed was comfortable though.,negative,reason give complimentary loud music early morning washroom also bed comfortable though,"['reason', 'give', 'complimentary', 'loud', 'music', 'early', 'morning', 'washroom', 'also', 'bed', 'comfortable', 'though']",<FreqDist with 12 samples and 12 outcomes>
3334,1,"Do NOT book this hotel if you like peace and quiet and prefer to sleep before 2am.  A bar that plays loud music until at least 1am (longer on weekends) is located _directly_ next to hotel. The hotel's windows are not soundproof (or very bad quality). And because of the small street and buildings there's no other way for the sound to escape.

My naïve question to the service desk at around 11pm if the level of noise is normal and if there is anything they can do (like give me a different room), got the non-ironic answer ""well, there are earplugs available in your room"".

Would be quite a nice stay if they invested in better windows.  Good central location, except if you want to arrive by car - no parking space directly near the hotel. There is a(n expensive) parking garage near by, but good luck getting there when you're at the hotel and it's busy traffic in those one-way streets.

And a final bad experience: they had no luggage storage (left?) after checking out.",negative,not book hotel like peace quiet prefer sleep bar loud music least longer next hotel hotel not soundproof bad quality small street way sound escape question service desk around level noise normal anything like give different room got answer well available room would quite nice stay better good central location except want arrive car parking space directly near hotel n expensive parking garage near good luck getting hotel busy traffic street final bad experience luggage storage left,"['not', 'book', 'hotel', 'like', 'peace', 'quiet', 'prefer', 'sleep', 'bar', 'loud', 'music', 'least', 'longer', 'next', 'hotel', 'hotel', 'not', 'soundproof', 'bad', 'quality', 'small', 'street', 'way', 'sound', 'escape', 'question', 'service', 'desk', 'around', 'level', 'noise', 'normal', 'anything', 'like', 'give', 'different', 'room', 'got', 'answer', 'well', 'available', 'room', 'would', 'quite', 'nice', 'stay', 'better', 'good', 'central', 'location', 'except', 'want', 'arrive', 'car', 'parking', 'space', 'directly', 'near', 'hotel', 'n', 'expensive', 'parking', 'garage', 'near', 'good', 'luck', 'getting', 'hotel', 'busy', 'traffic', 'street', 'final', 'bad', 'experience', 'luggage', 'storage', 'left']",<FreqDist with 65 samples and 77 outcomes>
